ticker,year,cik,accession,filing_date,doc_url
REG,2021,0000910606,0000950170-22-001418,2022-02-17,https://www.sec.gov/Archives/edgar/data/910606/000095017022001418/reg-20211231.htm
REG,2023,0000910606,0000950170-24-016260,2024-02-16,https://www.sec.gov/Archives/edgar/data/910606/000095017024016260/reg-20231231.htm
REGN,2019,0000872589,0001532176-20-000008,2020-02-07,https://www.sec.gov/Archives/edgar/data/872589/000153217620000008/regn-123119x10k.htm
REGN,2021,0000872589,0001804220-22-000007,2022-02-07,https://www.sec.gov/Archives/edgar/data/872589/000180422022000007/regn-20211231.htm
REGN,2023,0000872589,0001804220-24-000009,2024-02-05,https://www.sec.gov/Archives/edgar/data/872589/000180422024000009/regn-20231231.htm
RF,2019,0001281761,0001281761-20-000010,2020-02-21,https://www.sec.gov/Archives/edgar/data/1281761/000128176120000010/rf-20191231x10k.htm
RF,2021,0001281761,0001281761-22-000016,2022-02-24,https://www.sec.gov/Archives/edgar/data/1281761/000128176122000016/rf-20211231.htm
RF,2023,0001281761,0001281761-24-000010,2024-02-23,https://www.sec.gov/Archives/edgar/data/1281761/000128176124000010/rf-20231231.htm
RJF,2019,0000720005,0000720005-20-000063,2020-11-24,https://www.sec.gov/Archives/edgar/data/720005/000072000520000063/rjf-20200930.htm
RJF,2021,0000720005,0000720005-22-000066,2022-11-22,https://www.sec.gov/Archives/edgar/data/720005/000072000522000066/rjf-20220930.htm
RJF,2023,0000720005,0000720005-24-000069,2024-11-26,https://www.sec.gov/Archives/edgar/data/720005/000072000524000069/rjf-20240930.htm
RL,2019,0001037038,0001037038-20-000014,2020-05-27,https://www.sec.gov/Archives/edgar/data/1037038/000103703820000014/rl-20200328x10k.htm
RL,2021,0001037038,0001037038-22-000014,2022-05-24,https://www.sec.gov/Archives/edgar/data/1037038/000103703822000014/rl-20220402.htm
RL,2023,0001037038,0001037038-24-000014,2024-05-23,https://www.sec.gov/Archives/edgar/data/1037038/000103703824000014/rl-20240330.htm
RMD,2019,0000943819,0000943819-20-000013,2020-08-13,https://www.sec.gov/Archives/edgar/data/943819/000094381920000013/rmd-20200630x10k.htm
RMD,2021,0000943819,0000943819-22-000010,2022-08-12,https://www.sec.gov/Archives/edgar/data/943819/000094381922000010/rmd-20220630.htm
RMD,2023,0000943819,0000943819-24-000013,2024-08-09,https://www.sec.gov/Archives/edgar/data/943819/000094381924000013/rmd-20240630.htm
ROK,2019,0001024478,0001024478-20-000038,2020-11-10,https://www.sec.gov/Archives/edgar/data/1024478/000102447820000038/fy2020form10k.htm
ROK,2021,0001024478,0001024478-22-000093,2022-11-08,https://www.sec.gov/Archives/edgar/data/1024478/000102447822000093/rok-20220930.htm
ROK,2023,0001024478,0001024478-24-000107,2024-11-12,https://www.sec.gov/Archives/edgar/data/1024478/000102447824000107/rok-20240930.htm
ROL,2019,0000084839,0001171200-20-000103,2020-02-28,https://www.sec.gov/Archives/edgar/data/84839/000117120020000103/i20108_rol-10k.htm
ROL,2021,0000084839,0000084839-22-000011,2022-02-25,https://www.sec.gov/Archives/edgar/data/84839/000008483922000011/rol-20211231x10k.htm
ROL,2023,0000084839,0000084839-24-000025,2024-02-15,https://www.sec.gov/Archives/edgar/data/84839/000008483924000025/rol-20231231.htm
ROP,2019,0000882835,0000882835-20-000006,2020-02-28,https://www.sec.gov/Archives/edgar/data/882835/000088283520000006/a201910-kdoc.htm
ROP,2021,0000882835,0000882835-22-000012,2022-02-22,https://www.sec.gov/Archives/edgar/data/882835/000088283522000012/rop-20211231.htm
ROP,2023,0000882835,0000882835-24-000008,2024-02-22,https://www.sec.gov/Archives/edgar/data/882835/000088283524000008/rop-20231231.htm
ROST,2019,0000745732,0000745732-20-000016,2020-03-31,https://www.sec.gov/Archives/edgar/data/745732/000074573220000016/rost-20200201.htm
ROST,2021,0000745732,0000745732-22-000014,2022-03-29,https://www.sec.gov/Archives/edgar/data/745732/000074573222000014/rost-20220129.htm
ROST,2023,0000745732,0000745732-24-000009,2024-04-02,https://www.sec.gov/Archives/edgar/data/745732/000074573224000009/rost-20240203.htm
RSG,2019,0001060391,0001060391-20-000016,2020-02-14,https://www.sec.gov/Archives/edgar/data/1060391/000106039120000016/rsg-20191231.htm
RSG,2021,0001060391,0001060391-22-000007,2022-02-11,https://www.sec.gov/Archives/edgar/data/1060391/000106039122000007/rsg-20211231.htm
RSG,2023,0001060391,0001060391-24-000142,2024-02-29,https://www.sec.gov/Archives/edgar/data/1060391/000106039124000142/rsg-20231231.htm
RTX,2019,0000101829,0000101829-20-000013,2020-02-06,https://www.sec.gov/Archives/edgar/data/101829/000010182920000013/utx-20191231_d2.htm
RTX,2021,0000101829,0000101829-22-000005,2022-02-11,https://www.sec.gov/Archives/edgar/data/101829/000010182922000005/rtx-20211231.htm
RTX,2023,0000101829,0000101829-24-000008,2024-02-05,https://www.sec.gov/Archives/edgar/data/101829/000010182924000008/rtx-20231231.htm
RVTY,2019,0000031791,0000031791-20-000003,2020-02-25,https://www.sec.gov/Archives/edgar/data/31791/000003179120000003/pki1229201910k.htm
RVTY,2021,0000031791,0000031791-22-000003,2022-03-03,https://www.sec.gov/Archives/edgar/data/31791/000003179122000003/pki-20220102.htm
RVTY,2023,0000031791,0000031791-24-000004,2024-02-27,https://www.sec.gov/Archives/edgar/data/31791/000003179124000004/pki-20231231.htm
SATS,2019,0001415404,0001415404-20-000005,2020-02-20,https://www.sec.gov/Archives/edgar/data/1415404/000141540420000005/sats12311910kdocument1.htm
SATS,2021,0001415404,0001415404-22-000005,2022-02-24,https://www.sec.gov/Archives/edgar/data/1415404/000141540422000005/sats-20211231.htm
SATS,2023,0001415404,0001558370-24-002209,2024-02-29,https://www.sec.gov/Archives/edgar/data/1415404/000155837024002209/tmb-20231231x10k.htm
SBAC,2019,0001034054,0001034054-20-000003,2020-02-24,https://www.sec.gov/Archives/edgar/data/1034054/000103405420000003/sbac-20191231x10k.htm
SBAC,2021,0001034054,0001034054-22-000002,2022-03-01,https://www.sec.gov/Archives/edgar/data/1034054/000103405422000002/sbac-20211231x10k.htm
SBAC,2023,0001034054,0001034054-24-000002,2024-02-28,https://www.sec.gov/Archives/edgar/data/1034054/000103405424000002/sbac-20231231x10k.htm
SBUX,2019,0000829224,0000829224-20-000078,2020-11-12,https://www.sec.gov/Archives/edgar/data/829224/000082922420000078/sbux-20200927.htm
SBUX,2021,0000829224,0000829224-22-000058,2022-11-18,https://www.sec.gov/Archives/edgar/data/829224/000082922422000058/sbux-20221002.htm
SBUX,2023,0000829224,0000829224-24-000057,2024-11-20,https://www.sec.gov/Archives/edgar/data/829224/000082922424000057/sbux-20240929.htm
SCHW,2019,0000316709,0000316709-20-000012,2020-02-26,https://www.sec.gov/Archives/edgar/data/316709/000031670920000012/schw-12312019x10k.htm
SCHW,2021,0000316709,0000316709-22-000009,2022-02-24,https://www.sec.gov/Archives/edgar/data/316709/000031670922000009/schw-20211231.htm
SCHW,2023,0000316709,0000316709-24-000018,2024-02-23,https://www.sec.gov/Archives/edgar/data/316709/000031670924000018/schw-20231231.htm
SHW,2019,0000089800,0000089800-20-000005,2020-02-21,https://www.sec.gov/Archives/edgar/data/89800/000008980020000005/shw-12312019x10k.htm
SHW,2021,0000089800,0000089800-22-000007,2022-02-17,https://www.sec.gov/Archives/edgar/data/89800/000008980022000007/shw-20211231.htm
SHW,2023,0000089800,0000089800-24-000033,2024-02-20,https://www.sec.gov/Archives/edgar/data/89800/000008980024000033/shw-20231231.htm
SJM,2019,0000091419,0000091419-20-000065,2020-06-19,https://www.sec.gov/Archives/edgar/data/91419/000009141920000065/sjm-20200430.htm
SJM,2021,0000091419,0000091419-22-000049,2022-06-16,https://www.sec.gov/Archives/edgar/data/91419/000009141922000049/sjm-20220430.htm
SJM,2023,0000091419,0000091419-24-000054,2024-06-18,https://www.sec.gov/Archives/edgar/data/91419/000009141924000054/sjm-20240430.htm
SLB,2019,0000087347,0001564590-20-001578,2020-01-22,https://www.sec.gov/Archives/edgar/data/87347/000156459020001578/slb-10k_20191231.htm
SLB,2021,0000087347,0001564590-22-002421,2022-01-26,https://www.sec.gov/Archives/edgar/data/87347/000156459022002421/slb-10k_20211231.htm
SLB,2023,0000087347,0000950170-24-006884,2024-01-24,https://www.sec.gov/Archives/edgar/data/87347/000095017024006884/slb-20231231.htm
SMCI,2019,0001375365,0001375365-20-000064,2020-08-31,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000064/smci-2020630x10k.htm
SMCI,2021,0001375365,0001375365-22-000103,2022-08-29,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000103/smci-20220630.htm
SNA,2019,0000091440,0000091440-20-000004,2020-02-13,https://www.sec.gov/Archives/edgar/data/91440/000009144020000004/sna-20191228.htm
SNA,2021,0000091440,0000091440-22-000005,2022-02-11,https://www.sec.gov/Archives/edgar/data/91440/000009144022000005/sna-20220101.htm
SNA,2023,0000091440,0000091440-24-000005,2024-02-16,https://www.sec.gov/Archives/edgar/data/91440/000009144024000005/sna-20231230.htm
SNPS,2019,0000883241,0000883241-20-000015,2020-12-15,https://www.sec.gov/Archives/edgar/data/883241/000088324120000015/snps10312010-k.htm
SNPS,2021,0000883241,0000883241-22-000017,2022-12-12,https://www.sec.gov/Archives/edgar/data/883241/000088324122000017/snps-20221031.htm
SNPS,2023,0000883241,0000883241-24-000024,2024-12-19,https://www.sec.gov/Archives/edgar/data/883241/000088324124000024/snps-20241031.htm
SO,2019,0000092122,0000092122-20-000017,2020-02-20,https://www.sec.gov/Archives/edgar/data/92122/000009212220000017/so10-k12312019.htm
SO,2021,0000092122,0000092122-22-000003,2022-02-17,https://www.sec.gov/Archives/edgar/data/92122/000009212222000003/so-20211231.htm
SO,2023,0000092122,0000092122-24-000009,2024-02-15,https://www.sec.gov/Archives/edgar/data/92122/000009212224000009/so-20231231.htm
SPG,2019,0001063761,0001558370-20-001135,2020-02-21,https://www.sec.gov/Archives/edgar/data/1063761/000155837020001135/spg-20191231x10k.htm
SPG,2021,0001063761,0001558370-22-001845,2022-02-24,https://www.sec.gov/Archives/edgar/data/1063761/000155837022001845/spg-20211231x10k.htm
SPG,2023,0001063761,0001558370-24-001532,2024-02-22,https://www.sec.gov/Archives/edgar/data/1063761/000155837024001532/spg-20231231x10k.htm
SPGI,2019,0000064040,0000064040-20-000055,2020-02-10,https://www.sec.gov/Archives/edgar/data/64040/000006404020000055/spgi-20191231x10k.htm
SPGI,2021,0000064040,0000064040-22-000055,2022-02-08,https://www.sec.gov/Archives/edgar/data/64040/000006404022000055/spgi-20211231.htm
SPGI,2023,0000064040,0000064040-24-000071,2024-02-09,https://www.sec.gov/Archives/edgar/data/64040/000006404024000071/spgi-20231231.htm
SRE,2019,0001032208,0001032208-20-000006,2020-02-27,https://www.sec.gov/Archives/edgar/data/1032208/000103220820000006/sre20191231form10k.htm
SRE,2021,0001032208,0001032208-22-000007,2022-02-25,https://www.sec.gov/Archives/edgar/data/1032208/000103220822000007/sre-20211231.htm
SRE,2023,0001032208,0001032208-24-000007,2024-02-27,https://www.sec.gov/Archives/edgar/data/1032208/000103220824000007/sre-20231231.htm
STE,2019,0001757898,0001757898-20-000012,2020-05-29,https://www.sec.gov/Archives/edgar/data/1757898/000175789820000012/ste03312020.htm
STE,2021,0001757898,0001757898-22-000011,2022-05-31,https://www.sec.gov/Archives/edgar/data/1757898/000175789822000011/ste-20220331.htm
STE,2023,0001757898,0001757898-24-000008,2024-05-29,https://www.sec.gov/Archives/edgar/data/1757898/000175789824000008/ste-20240331.htm
STLD,2019,0001022671,0001558370-20-001641,2020-02-27,https://www.sec.gov/Archives/edgar/data/1022671/000155837020001641/stld-20191231x10kf63a8c.htm
STLD,2021,0001022671,0001558370-22-002377,2022-02-28,https://www.sec.gov/Archives/edgar/data/1022671/000155837022002377/stld-20211231x10k.htm
STLD,2023,0001022671,0001558370-24-002152,2024-02-29,https://www.sec.gov/Archives/edgar/data/1022671/000155837024002152/stld-20231231x10k.htm
STT,2019,0000093751,0000093751-20-000684,2020-02-20,https://www.sec.gov/Archives/edgar/data/93751/000009375120000684/stt-2019123110xk.htm
STT,2021,0000093751,0000093751-22-000424,2022-02-17,https://www.sec.gov/Archives/edgar/data/93751/000009375122000424/stt-20211231.htm
STT,2023,0000093751,0000093751-24-000498,2024-02-15,https://www.sec.gov/Archives/edgar/data/93751/000009375124000498/stt-20231231.htm
STX,2019,0001137789,0001137789-20-000057,2020-08-07,https://www.sec.gov/Archives/edgar/data/1137789/000113778920000057/stx-20200703.htm
STX,2021,0001137789,0001137789-22-000055,2022-08-05,https://www.sec.gov/Archives/edgar/data/1137789/000113778922000055/stx-20220701.htm
STX,2023,0001137789,0001137789-24-000068,2024-08-02,https://www.sec.gov/Archives/edgar/data/1137789/000113778924000068/stx-20240628.htm
STZ,2019,0000016918,0000016918-20-000078,2020-04-21,https://www.sec.gov/Archives/edgar/data/16918/000001691820000078/stz229202010k.htm
STZ,2021,0000016918,0000016918-22-000069,2022-04-21,https://www.sec.gov/Archives/edgar/data/16918/000001691822000069/stz-20220228.htm
STZ,2023,0000016918,0000016918-24-000054,2024-04-23,https://www.sec.gov/Archives/edgar/data/16918/000001691824000054/stz-20240229.htm
SWK,2019,0000093556,0000093556-20-000006,2020-02-21,https://www.sec.gov/Archives/edgar/data/93556/000009355620000006/swk10k2019.htm
SWK,2021,0000093556,0000093556-22-000015,2022-02-22,https://www.sec.gov/Archives/edgar/data/93556/000009355622000015/swk-20220101.htm
SWK,2023,0000093556,0000093556-24-000032,2024-02-27,https://www.sec.gov/Archives/edgar/data/93556/000009355624000032/swk-20231230.htm
SWKS,2019,0000004127,0000004127-20-000058,2020-11-17,https://www.sec.gov/Archives/edgar/data/4127/000000412720000058/swks-20201002.htm
SWKS,2021,0000004127,0000004127-22-000038,2022-11-23,https://www.sec.gov/Archives/edgar/data/4127/000000412722000038/swks-20220930.htm
SWKS,2023,0000004127,0000004127-24-000131,2024-11-15,https://www.sec.gov/Archives/edgar/data/4127/000000412724000131/swks-20240927.htm
SYF,2019,0001601712,0001601712-20-000038,2020-02-13,https://www.sec.gov/Archives/edgar/data/1601712/000160171220000038/synchrony1231201910k.htm
SYF,2021,0001601712,0001601712-22-000053,2022-02-10,https://www.sec.gov/Archives/edgar/data/1601712/000160171222000053/syf-20211231.htm
SYF,2023,0001601712,0001601712-24-000047,2024-02-08,https://www.sec.gov/Archives/edgar/data/1601712/000160171224000047/syf-20231231.htm
SYK,2019,0000310764,0000310764-20-000014,2020-02-06,https://www.sec.gov/Archives/edgar/data/310764/000031076420000014/syk10k12312019.htm
SYK,2021,0000310764,0000310764-22-000028,2022-02-11,https://www.sec.gov/Archives/edgar/data/310764/000031076422000028/syk-20211231.htm
SYK,2023,0000310764,0000310764-24-000024,2024-02-14,https://www.sec.gov/Archives/edgar/data/310764/000031076424000024/syk-20231231.htm
SYY,2019,0000096021,0000096021-20-000100,2020-08-26,https://www.sec.gov/Archives/edgar/data/96021/000009602120000100/syy-20200627.htm
SYY,2021,0000096021,0000096021-22-000151,2022-08-26,https://www.sec.gov/Archives/edgar/data/96021/000009602122000151/syy-20220702.htm
SYY,2023,0000096021,0000096021-24-000128,2024-08-28,https://www.sec.gov/Archives/edgar/data/96021/000009602124000128/syy-20240629.htm
T,2019,0000732717,0001562762-20-000064,2020-02-20,https://www.sec.gov/Archives/edgar/data/732717/000156276220000064/t-20191231.htm
T,2021,0000732717,0000732717-22-000015,2022-02-16,https://www.sec.gov/Archives/edgar/data/732717/000073271722000015/t-20211231.htm
T,2023,0000732717,0000732717-24-000009,2024-02-23,https://www.sec.gov/Archives/edgar/data/732717/000073271724000009/t-20231231.htm
TAP,2019,0000024545,0000024545-20-000005,2020-02-12,https://www.sec.gov/Archives/edgar/data/24545/000002454520000005/tap2019123110-k.htm
TAP,2021,0000024545,0000024545-22-000005,2022-02-23,https://www.sec.gov/Archives/edgar/data/24545/000002454522000005/tap-20211231.htm
TAP,2023,0000024545,0000024545-24-000005,2024-02-20,https://www.sec.gov/Archives/edgar/data/24545/000002454524000005/tap-20231231.htm
TDG,2019,0001260221,0001260221-20-000099,2020-11-12,https://www.sec.gov/Archives/edgar/data/1260221/000126022120000099/tdg-20200930.htm
TDG,2021,0001260221,0001260221-22-000065,2022-11-10,https://www.sec.gov/Archives/edgar/data/1260221/000126022122000065/tdg-20220930.htm
TDG,2023,0001260221,0001260221-24-000083,2024-11-07,https://www.sec.gov/Archives/edgar/data/1260221/000126022124000083/tdg-20240930.htm
TDY,2019,0001094285,0001094285-20-000045,2020-02-24,https://www.sec.gov/Archives/edgar/data/1094285/000109428520000045/tdy-20191229.htm
TDY,2021,0001094285,0001094285-22-000049,2022-02-25,https://www.sec.gov/Archives/edgar/data/1094285/000109428522000049/tdy-20220102.htm
TDY,2023,0001094285,0001094285-24-000044,2024-02-23,https://www.sec.gov/Archives/edgar/data/1094285/000109428524000044/tdy-20231231.htm
TECH,2019,0000842023,0001437749-20-018754,2020-08-26,https://www.sec.gov/Archives/edgar/data/842023/000143774920018754/tech20200630_10k.htm
TECH,2021,0000842023,0001558370-22-013935,2022-08-24,https://www.sec.gov/Archives/edgar/data/842023/000155837022013935/tmb-20220630x10k.htm
TECH,2023,0000842023,0001558370-24-012430,2024-08-22,https://www.sec.gov/Archives/edgar/data/842023/000155837024012430/tech-20240630x10k.htm
TEL,2019,0001385157,0001558370-20-013511,2020-11-10,https://www.sec.gov/Archives/edgar/data/1385157/000155837020013511/tel-20200925x10k.htm
TEL,2021,0001385157,0001558370-22-017931,2022-11-15,https://www.sec.gov/Archives/edgar/data/1385157/000155837022017931/tel-20220930x10k.htm
TEL,2023,0001385157,0001558370-24-015227,2024-11-12,https://www.sec.gov/Archives/edgar/data/1385157/000155837024015227/tel-20240927x10k.htm
TER,2019,0000097210,0001193125-20-058676,2020-03-02,https://www.sec.gov/Archives/edgar/data/97210/000119312520058676/d860886d10k.htm
TER,2021,0000097210,0001193125-22-049828,2022-02-23,https://www.sec.gov/Archives/edgar/data/97210/000119312522049828/d213661d10k.htm
TER,2023,0000097210,0000950170-24-018701,2024-02-22,https://www.sec.gov/Archives/edgar/data/97210/000095017024018701/ter-20231231.htm
TFC,2019,0000092230,0000092230-20-000045,2020-03-03,https://www.sec.gov/Archives/edgar/data/92230/000009223020000045/tfc-20191231.htm
TFC,2021,0000092230,0000092230-22-000008,2022-02-23,https://www.sec.gov/Archives/edgar/data/92230/000009223022000008/tfc-20211231.htm
TFC,2023,0000092230,0000092230-24-000010,2024-02-27,https://www.sec.gov/Archives/edgar/data/92230/000009223024000010/tfc-20231231.htm
TGT,2019,0000027419,0000027419-20-000008,2020-03-11,https://www.sec.gov/Archives/edgar/data/27419/000002741920000008/tgt-20200201.htm
TGT,2021,0000027419,0000027419-22-000007,2022-03-09,https://www.sec.gov/Archives/edgar/data/27419/000002741922000007/tgt-20220129.htm
TGT,2023,0000027419,0000027419-24-000032,2024-03-13,https://www.sec.gov/Archives/edgar/data/27419/000002741924000032/tgt-20240203.htm
TJX,2019,0000109198,0000109198-20-000004,2020-03-27,https://www.sec.gov/Archives/edgar/data/109198/000010919820000004/tjx-20200201.htm
TJX,2021,0000109198,0000109198-22-000008,2022-03-30,https://www.sec.gov/Archives/edgar/data/109198/000010919822000008/tjx-20220129.htm
TJX,2023,0000109198,0000109198-24-000014,2024-04-03,https://www.sec.gov/Archives/edgar/data/109198/000010919824000014/tjx-20240203.htm
TKO,2023,0001973266,0001562762-24-000038,2024-02-27,https://www.sec.gov/Archives/edgar/data/1973266/000156276224000038/tko-20231231x10k.htm
TMO,2019,0000097745,0000097745-20-000009,2020-02-26,https://www.sec.gov/Archives/edgar/data/97745/000009774520000009/tmo-20191231.htm
TMO,2021,0000097745,0000097745-22-000011,2022-02-24,https://www.sec.gov/Archives/edgar/data/97745/000009774522000011/tmo-20211231.htm
TMO,2023,0000097745,0000097745-24-000007,2024-02-22,https://www.sec.gov/Archives/edgar/data/97745/000009774524000007/tmo-20231231.htm
TMUS,2019,0001283699,0001283699-20-000026,2020-02-06,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000026/tmus-20191231.htm
TMUS,2021,0001283699,0001283699-22-000018,2022-02-11,https://www.sec.gov/Archives/edgar/data/1283699/000128369922000018/tmus-20211231.htm
TMUS,2023,0001283699,0001283699-24-000008,2024-02-02,https://www.sec.gov/Archives/edgar/data/1283699/000128369924000008/tmus-20231231.htm
TPL,2021,0001811074,0001811074-22-000014,2022-02-23,https://www.sec.gov/Archives/edgar/data/1811074/000181107422000014/tpl-20211231.htm
TPL,2023,0001811074,0001811074-24-000015,2024-02-21,https://www.sec.gov/Archives/edgar/data/1811074/000181107424000015/tpl-20231231.htm
TPR,2019,0001116132,0001116132-20-000022,2020-08-13,https://www.sec.gov/Archives/edgar/data/1116132/000111613220000022/tpr6272020-10k.htm
TPR,2021,0001116132,0001116132-22-000018,2022-08-18,https://www.sec.gov/Archives/edgar/data/1116132/000111613222000018/tpr-20220702.htm
TPR,2023,0001116132,0001116132-24-000018,2024-08-15,https://www.sec.gov/Archives/edgar/data/1116132/000111613224000018/tpr-20240629.htm
TRGP,2019,0001389170,0001564590-20-005592,2020-02-20,https://www.sec.gov/Archives/edgar/data/1389170/000156459020005592/trgp-10k_20191231.htm
TRGP,2021,0001389170,0001564590-22-006563,2022-02-24,https://www.sec.gov/Archives/edgar/data/1389170/000156459022006563/trgp-10k_20211231.htm
TRGP,2023,0001389170,0000950170-24-015841,2024-02-15,https://www.sec.gov/Archives/edgar/data/1389170/000095017024015841/trgp-20231231.htm
TRMB,2019,0000864749,0000864749-20-000029,2020-02-28,https://www.sec.gov/Archives/edgar/data/864749/000086474920000029/trmb201910k.htm
TRMB,2021,0000864749,0000864749-22-000044,2022-02-23,https://www.sec.gov/Archives/edgar/data/864749/000086474922000044/trmb-20211231.htm
TRMB,2023,0000864749,0000864749-24-000047,2024-02-26,https://www.sec.gov/Archives/edgar/data/864749/000086474924000047/trmb-20231229.htm
TROW,2019,0001113169,0001113169-20-000008,2020-02-13,https://www.sec.gov/Archives/edgar/data/1113169/000111316920000008/a201910k.htm
TROW,2021,0001113169,0001113169-22-000005,2022-02-24,https://www.sec.gov/Archives/edgar/data/1113169/000111316922000005/trow-20211231.htm
TROW,2023,0001113169,0001113169-24-000007,2024-02-16,https://www.sec.gov/Archives/edgar/data/1113169/000111316924000007/trow-20231231.htm
TRV,2019,0000086312,0000086312-20-000011,2020-02-13,https://www.sec.gov/Archives/edgar/data/86312/000008631220000011/trv-12312019x10k.htm
TRV,2021,0000086312,0000086312-22-000013,2022-02-17,https://www.sec.gov/Archives/edgar/data/86312/000008631222000013/trv-20211231.htm
TRV,2023,0000086312,0000086312-24-000012,2024-02-15,https://www.sec.gov/Archives/edgar/data/86312/000008631224000012/trv-20231231.htm
TSCO,2019,0000916365,0000916365-20-000050,2020-02-20,https://www.sec.gov/Archives/edgar/data/916365/000091636520000050/tsco-20191228.htm
TSCO,2021,0000916365,0000916365-22-000049,2022-02-17,https://www.sec.gov/Archives/edgar/data/916365/000091636522000049/tsco-20211225.htm
TSCO,2023,0000916365,0000916365-24-000046,2024-02-23,https://www.sec.gov/Archives/edgar/data/916365/000091636524000046/tsco-20231230.htm
TSLA,2019,0001318605,0001564590-20-004475,2020-02-13,https://www.sec.gov/Archives/edgar/data/1318605/000156459020004475/tsla-10k_20191231.htm
TSLA,2021,0001318605,0000950170-22-000796,2022-02-07,https://www.sec.gov/Archives/edgar/data/1318605/000095017022000796/tsla-20211231.htm
TSLA,2023,0001318605,0001628280-24-002390,2024-01-29,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/tsla-20231231.htm
TSN,2019,0000100493,0000100493-20-000132,2020-11-16,https://www.sec.gov/Archives/edgar/data/100493/000010049320000132/tsn202010kq4.htm
TSN,2021,0000100493,0000100493-22-000097,2022-11-14,https://www.sec.gov/Archives/edgar/data/100493/000010049322000097/tsn-20221001.htm
TSN,2023,0000100493,0000100493-24-000119,2024-11-12,https://www.sec.gov/Archives/edgar/data/100493/000010049324000119/tsn-20240928.htm
TT,2019,0001466258,0001466258-20-000064,2020-02-18,https://www.sec.gov/Archives/edgar/data/1466258/000146625820000064/ir-10kx12312019.htm
TT,2021,0001466258,0001466258-22-000031,2022-02-07,https://www.sec.gov/Archives/edgar/data/1466258/000146625822000031/tt-20211231.htm
TT,2023,0001466258,0001466258-24-000047,2024-02-08,https://www.sec.gov/Archives/edgar/data/1466258/000146625824000047/tt-20231231.htm
TTD,2019,0001671933,0001564590-20-007498,2020-02-28,https://www.sec.gov/Archives/edgar/data/1671933/000156459020007498/ttd-10k_20191231.htm
TTD,2021,0001671933,0001564590-22-005385,2022-02-16,https://www.sec.gov/Archives/edgar/data/1671933/000156459022005385/ttd-10k_20211231.htm
TTD,2023,0001671933,0001671933-24-000014,2024-02-15,https://www.sec.gov/Archives/edgar/data/1671933/000167193324000014/ttd-20231231.htm
TTWO,2019,0000946581,0001628280-20-008291,2020-05-22,https://www.sec.gov/Archives/edgar/data/946581/000162828020008291/ttwo-20200331.htm
TTWO,2021,0000946581,0001628280-22-014580,2022-05-17,https://www.sec.gov/Archives/edgar/data/946581/000162828022014580/ttwo-20220331.htm
TTWO,2023,0000946581,0001628280-24-024623,2024-05-22,https://www.sec.gov/Archives/edgar/data/946581/000162828024024623/ttwo-20240331.htm
TXN,2019,0000097476,0000097476-20-000009,2020-02-20,https://www.sec.gov/Archives/edgar/data/97476/000009747620000009/txn-20191231.htm
TXN,2021,0000097476,0000097476-22-000009,2022-02-04,https://www.sec.gov/Archives/edgar/data/97476/000009747622000009/txn-20211231.htm
TXN,2023,0000097476,0000097476-24-000007,2024-02-02,https://www.sec.gov/Archives/edgar/data/97476/000009747624000007/txn-20231231.htm
TXT,2019,0000217346,0001104659-20-024773,2020-02-25,https://www.sec.gov/Archives/edgar/data/217346/000110465920024773/txt-20200104x10k00cfc1.htm
TXT,2021,0000217346,0000217346-22-000005,2022-02-17,https://www.sec.gov/Archives/edgar/data/217346/000021734622000005/txt-20220101.htm
TXT,2023,0000217346,0000217346-24-000017,2024-02-12,https://www.sec.gov/Archives/edgar/data/217346/000021734624000017/txt-20231230.htm
TYL,2019,0000860731,0000860731-20-000008,2020-02-19,https://www.sec.gov/Archives/edgar/data/860731/000086073120000008/tyl12312019-10k.htm
TYL,2021,0000860731,0000860731-22-000011,2022-02-23,https://www.sec.gov/Archives/edgar/data/860731/000086073122000011/tyl-20211231.htm
TYL,2023,0000860731,0000860731-24-000006,2024-02-21,https://www.sec.gov/Archives/edgar/data/860731/000086073124000006/tyl-20231231.htm
UAL,2019,0000100517,0000100517-20-000010,2020-02-25,https://www.sec.gov/Archives/edgar/data/100517/000010051720000010/ual201910k.htm
UAL,2021,0000100517,0000100517-22-000009,2022-02-18,https://www.sec.gov/Archives/edgar/data/100517/000010051722000009/ual-20211231.htm
UAL,2023,0000100517,0000100517-24-000027,2024-02-29,https://www.sec.gov/Archives/edgar/data/100517/000010051724000027/ual-20231231.htm
UBER,2019,0001543151,0001543151-20-000010,2020-03-02,https://www.sec.gov/Archives/edgar/data/1543151/000154315120000010/fy2019q410kfinancialst.htm
UBER,2021,0001543151,0001543151-22-000008,2022-02-24,https://www.sec.gov/Archives/edgar/data/1543151/000154315122000008/uber-20211231.htm
UBER,2023,0001543151,0001543151-24-000012,2024-02-15,https://www.sec.gov/Archives/edgar/data/1543151/000154315124000012/uber-20231231.htm
UDR,2019,0000074208,0000074208-20-000031,2020-02-18,https://www.sec.gov/Archives/edgar/data/74208/000007420820000031/udr-20191231x10k.htm
UDR,2021,0000074208,0000074208-22-000010,2022-02-15,https://www.sec.gov/Archives/edgar/data/74208/000007420822000010/udr-20211231x10k.htm
